reportId,productId,serialNo,failureDate,location,failureMode,severity,reportedBy
R300528,P1000,SN400528,2023-09-17,Pune,leakage,2,customer
R300529,P1053,SN400529,2025-06-06,Village_C,brake_shim_wear,2,dealer
R300531,P1022,SN400531,2024-06-08,Jaipur,overheating,2,customer
R300532,P1001,SN400532,2025-03-09,Pune,brake_shim_wear,3,customer
R300533,P1002,SN400533,2025-01-14,Kolkata,leakage,3,customer
R300534,P1036,SN400534,2024-09-30,Bangalore,overheating,5,dealer
R300536,P1042,SN400536,2024-05-24,Lucknow,sensor_failure,5,dealer
R300538,P1000,SN400538,2025-08-13,Lucknow,pad_wear,4,dealer
R300539,P1010,SN400539,2024-08-14,Bangalore,pad_wear,1,dealer
R300541,P1022,SN400541,2024-05-04,Hyderabad,leakage,3,customer
R300542,P1002,SN400542,2023-07-19,Village_B,noise_vibration,5,dealer
R300543,P1052,SN400543,2024-06-19,Hyderabad,noise_vibration,5,dealer
R300544,P1021,SN400544,2024-04-17,Indore,sensor_failure,3,customer
R300545,P1031,SN400545,2023-08-20,Village_A,leakage,4,dealer
R300546,P1010,SN400546,2023-09-10,Bangalore,brake_shim_wear,3,customer
R300547,P1002,SN400547,2023-06-30,Pune,overheating,4,dealer
R300549,P1044,SN400549,2025-07-08,Village_A,pad_wear,2,customer
R300550,P1048,SN400550,2024-12-15,Nagpur,pad_wear,2,dealer
R300552,P1024,SN400552,2025-06-22,Ahmedabad,sensor_failure,3,customer
R300553,P1020,SN400553,2025-03-25,Kolkata,sensor_failure,3,customer
R300555,P1005,SN400555,2025-09-12,Village_B,noise_vibration,3,customer
R300556,P1024,SN400556,2025-03-25,Kolkata,overheating,4,customer
R300557,P1037,SN400557,2024-10-26,Jaipur,brake_shim_wear,3,dealer
R300559,P1030,SN400559,2024-05-06,Village_B,noise_vibration,3,customer
R300560,P1047,SN400560,2025-11-12,Delhi,overheating,5,dealer
R300562,P1008,SN400562,2023-07-16,Indore,sensor_failure,4,customer
R300563,P1044,SN400563,2024-11-09,Patna,noise_vibration,2,dealer
R300564,P1051,SN400564,2024-08-04,Village_A,leakage,3,dealer
R300568,P1041,SN400568,2025-01-18,Indore,brake_shim_wear,1,dealer
R300569,P1005,SN400569,2025-04-06,Chennai,brake_shim_wear,5,customer
R300570,P1009,SN400570,2024-07-01,Jaipur,sensor_failure,5,dealer
R300574,P1058,SN400574,2025-10-16,Bangalore,overheating,4,customer
R300575,P1026,SN400575,2025-07-02,Mumbai,brake_shim_wear,3,customer
R300576,P1052,SN400576,2025-05-01,Nagpur,noise_vibration,2,customer
R300577,P1041,SN400577,2024-04-09,Bangalore,leakage,2,dealer
R300578,P1001,SN400578,2024-11-04,Hyderabad,overheating,5,customer
R300579,P1041,SN400579,2024-10-12,Village_C,pad_wear,2,dealer
R300580,P1040,SN400580,2024-03-23,Ahmedabad,brake_shim_wear,3,dealer
R300583,P1029,SN400583,2023-09-04,Chennai,leakage,3,customer
R300584,P1025,SN400584,2023-09-21,Indore,pad_wear,3,customer
R300586,P1041,SN400586,2023-11-24,Bangalore,noise_vibration,5,dealer
R300587,P1035,SN400587,2023-10-03,Ahmedabad,leakage,1,dealer
R300588,P1059,SN400588,2024-07-16,Mumbai,noise_vibration,3,customer
R300589,P1047,SN400589,2024-08-25,Nagpur,overheating,3,customer
R300590,P1009,SN400590,2025-05-17,Nagpur,leakage,4,dealer
R300591,P1013,SN400591,2024-11-09,Village_C,pad_wear,4,dealer
R300592,P1059,SN400592,2025-07-16,Chennai,leakage,5,customer
R300593,P1056,SN400593,2024-03-13,Delhi,leakage,2,dealer
R300594,P1007,SN400594,2023-08-07,Jaipur,leakage,4,customer
R300595,P1039,SN400595,2023-07-26,Village_A,leakage,4,customer
R300596,P1041,SN400596,2024-12-10,Village_C,leakage,3,customer
R300598,P1039,SN400598,2025-10-03,Ahmedabad,leakage,5,dealer
R300599,P1029,SN400599,2024-08-08,Patna,overheating,4,dealer
R300600,P1005,SN400600,2024-08-05,Indore,leakage,3,dealer
R300601,P1054,SN400601,2025-11-14,Village_A,overheating,4,dealer
R300603,P1029,SN400603,2024-02-18,Kolkata,brake_shim_wear,1,customer
R300605,P1057,SN400605,2023-12-08,Delhi,brake_shim_wear,3,customer
R300606,P1041,SN400606,2025-02-27,Ahmedabad,leakage,4,dealer
R300607,P1019,SN400607,2025-06-23,Hyderabad,overheating,2,dealer
R300608,P1005,SN400608,2024-01-03,Bangalore,noise_vibration,1,customer
R300611,P1038,SN400611,2024-12-14,Kolkata,leakage,5,customer
R300613,P1028,SN400613,2025-02-06,Kolkata,overheating,2,dealer
R300614,P1058,SN400614,2025-01-24,Pune,pad_wear,4,customer
R300615,P1052,SN400615,2023-06-22,Jaipur,pad_wear,4,customer
R300618,P1017,SN400618,2023-08-01,Ahmedabad,brake_shim_wear,5,dealer
R300619,P1006,SN400619,2023-09-05,Hyderabad,leakage,4,dealer
R300620,P1026,SN400620,2024-07-21,Patna,brake_shim_wear,5,dealer
R300622,P1031,SN400622,2024-08-21,Delhi,pad_wear,4,customer
R300623,P1036,SN400623,2023-07-02,Lucknow,noise_vibration,4,dealer
R300624,P1014,SN400624,2024-10-02,Delhi,leakage,4,dealer
R300625,P1050,SN400625,2024-08-08,Village_B,overheating,2,customer
R300626,P1050,SN400626,2024-10-15,Indore,pad_wear,2,dealer
R300627,P1015,SN400627,2024-04-03,Nagpur,overheating,4,customer
R300628,P1018,SN400628,2025-10-19,Hyderabad,leakage,4,dealer
R300630,P1057,SN400630,2025-11-08,Delhi,brake_shim_wear,3,customer
R300631,P1025,SN400631,2023-07-14,Kolkata,brake_shim_wear,5,dealer
R300632,P1015,SN400632,2024-03-13,Hyderabad,noise_vibration,3,dealer
R300633,P1012,SN400633,2025-06-03,Lucknow,pad_wear,5,customer
R300634,P1015,SN400634,2024-01-09,Bangalore,pad_wear,3,dealer
R300636,P1003,SN400636,2023-11-14,Bangalore,overheating,4,customer
R300637,P1014,SN400637,2025-10-22,Kolkata,noise_vibration,2,dealer
R300638,P1007,SN400638,2023-07-06,Hyderabad,overheating,2,customer
R300639,P1042,SN400639,2025-07-25,Chennai,brake_shim_wear,4,dealer
R300641,P1044,SN400641,2024-08-05,Ahmedabad,brake_shim_wear,3,customer
R300643,P1009,SN400643,2025-05-16,Nagpur,brake_shim_wear,4,customer
R300644,P1054,SN400644,2024-10-05,Bangalore,leakage,3,dealer
R300645,P1000,SN400645,2024-04-20,Village_A,sensor_failure,3,dealer
R300646,P1045,SN400646,2024-11-05,Patna,noise_vibration,4,customer
R300647,P1004,SN400647,2025-04-23,Village_B,brake_shim_wear,2,dealer
R300648,P1005,SN400648,2025-08-15,Bangalore,overheating,3,customer
R300649,P1051,SN400649,2025-04-12,Village_C,noise_vibration,1,dealer
R300650,P1055,SN400650,2025-03-24,Village_B,sensor_failure,5,dealer
R300651,P1035,SN400651,2024-04-09,Nagpur,pad_wear,3,customer
R300652,P1056,SN400652,2023-06-01,Mumbai,pad_wear,4,customer
R300653,P1004,SN400653,2025-03-14,Delhi,overheating,5,customer
R300654,P1040,SN400654,2024-05-14,Kolkata,noise_vibration,3,customer
R300655,P1059,SN400655,2025-03-23,Kolkata,sensor_failure,4,customer
R300656,P1000,SN400656,2025-02-06,Jaipur,noise_vibration,2,dealer
R300659,P1044,SN400659,2024-06-16,Village_C,sensor_failure,3,customer
R300660,P1030,SN400660,2024-10-08,Indore,leakage,3,dealer
R300662,P1047,SN400662,2023-10-11,Chennai,pad_wear,3,customer
R300663,P1021,SN400663,2023-06-20,Lucknow,brake_shim_wear,2,customer
R300664,P1011,SN400664,2024-04-09,Ahmedabad,noise_vibration,4,dealer
R300666,P1011,SN400666,2023-09-09,Kolkata,sensor_failure,2,customer
R300667,P1043,SN400667,2023-11-29,Chennai,noise_vibration,3,customer
R300670,P1021,SN400670,2025-07-31,Village_A,leakage,2,customer
R300671,P1054,SN400671,2024-02-01,Indore,sensor_failure,3,dealer
R300673,P1021,SN400673,2024-08-30,Village_A,sensor_failure,3,customer
R300674,P1055,SN400674,2025-01-15,Chennai,leakage,3,customer
R300675,P1027,SN400675,2024-12-22,Village_A,sensor_failure,2,customer
R300676,P1050,SN400676,2023-12-02,Chennai,pad_wear,3,customer
R300677,P1046,SN400677,2025-10-01,Ahmedabad,overheating,3,customer
R300679,P1020,SN400679,2024-11-10,Lucknow,sensor_failure,3,dealer
R300680,P1047,SN400680,2024-03-23,Pune,sensor_failure,5,customer
R300681,P1005,SN400681,2024-12-06,Indore,overheating,2,dealer
R300682,P1047,SN400682,2025-04-09,Village_A,pad_wear,3,dealer
R300683,P1025,SN400683,2024-07-18,Village_B,overheating,4,customer
R300684,P1053,SN400684,2025-10-21,Village_A,overheating,4,dealer
R300685,P1051,SN400685,2024-10-06,Bangalore,sensor_failure,5,dealer
R300686,P1058,SN400686,2025-03-29,Village_B,leakage,5,dealer
R300688,P1040,SN400688,2025-04-15,Village_A,pad_wear,5,dealer
R300690,P1043,SN400690,2024-12-21,Village_C,overheating,2,customer
R300691,P1020,SN400691,2024-11-22,Lucknow,sensor_failure,2,customer
R300692,P1003,SN400692,2023-08-23,Jaipur,pad_wear,3,dealer
R300694,P1033,SN400694,2025-10-16,Jaipur,sensor_failure,3,customer
R300698,P1010,SN400698,2025-01-13,Village_A,overheating,5,dealer
R300699,P1002,SN400699,2025-03-22,Nagpur,noise_vibration,1,customer
R300700,P1035,SN400700,2025-11-09,Lucknow,sensor_failure,1,customer
R300701,P1030,SN400701,2024-05-19,Village_C,leakage,3,customer
R300702,P1059,SN400702,2024-01-27,Indore,leakage,4,customer
R300704,P1016,SN400704,2023-10-24,Chennai,pad_wear,2,customer
R300705,P1023,SN400705,2025-11-08,Indore,noise_vibration,4,customer
R300707,P1054,SN400707,2024-09-14,Patna,noise_vibration,2,customer
R300710,P1027,SN400710,2025-11-08,Indore,noise_vibration,3,dealer
R300711,P1014,SN400711,2024-08-19,Bangalore,pad_wear,4,dealer
R300712,P1033,SN400712,2024-05-16,Mumbai,brake_shim_wear,1,dealer
R300713,P1024,SN400713,2024-06-09,Patna,sensor_failure,3,dealer
R300717,P1017,SN400717,2025-01-09,Patna,noise_vibration,2,customer
R300718,P1021,SN400718,2024-12-29,Jaipur,pad_wear,5,dealer
R300719,P1018,SN400719,2023-08-21,Nagpur,overheating,3,dealer
R300720,P1015,SN400720,2023-06-14,Patna,noise_vibration,4,customer
R300721,P1038,SN400721,2024-06-13,Bangalore,brake_shim_wear,4,dealer
R300722,P1050,SN400722,2023-09-23,Bangalore,pad_wear,3,customer
R300723,P1031,SN400723,2023-07-13,Hyderabad,brake_shim_wear,3,dealer
R300726,P1013,SN400726,2025-01-17,Indore,pad_wear,3,dealer
R300727,P1044,SN400727,2025-08-08,Pune,sensor_failure,3,customer
R300728,P1020,SN400728,2023-08-16,Patna,brake_shim_wear,3,dealer
R300729,P1040,SN400729,2023-12-12,Hyderabad,sensor_failure,2,customer
R300731,P1018,SN400731,2024-02-25,Bangalore,sensor_failure,5,customer
R300733,P1036,SN400733,2024-04-11,Village_B,brake_shim_wear,4,dealer
R300734,P1032,SN400734,2025-03-18,Delhi,noise_vibration,5,customer
R300737,P1052,SN400737,2024-07-06,Mumbai,sensor_failure,4,customer
R300738,P1006,SN400738,2025-03-03,Indore,brake_shim_wear,3,dealer
R300739,P1003,SN400739,2025-10-08,Ahmedabad,leakage,2,customer
R300740,P1010,SN400740,2025-10-28,Indore,overheating,4,customer
R300742,P1043,SN400742,2024-08-12,Nagpur,overheating,3,dealer
R300743,P1031,SN400743,2025-01-07,Ahmedabad,sensor_failure,2,customer
R300744,P1026,SN400744,2024-02-28,Ahmedabad,overheating,2,dealer
R300745,P1011,SN400745,2024-04-29,Chennai,brake_shim_wear,4,customer
R300747,P1006,SN400747,2024-10-22,Bangalore,leakage,2,dealer
R300749,P1038,SN400749,2024-08-21,Village_A,noise_vibration,2,customer
R300750,P1024,SN400750,2023-12-14,Hyderabad,pad_wear,5,dealer
R300751,P1044,SN400751,2025-02-16,Ahmedabad,brake_shim_wear,5,customer
R300752,P1054,SN400752,2024-02-11,Village_C,sensor_failure,5,dealer
R300753,P1029,SN400753,2024-04-12,Indore,pad_wear,4,dealer
R300754,P1031,SN400754,2024-08-27,Lucknow,noise_vibration,2,customer
R300756,P1027,SN400756,2024-12-19,Delhi,brake_shim_wear,1,customer
R300757,P1046,SN400757,2025-01-10,Patna,noise_vibration,4,dealer
R300758,P1006,SN400758,2024-09-23,Patna,brake_shim_wear,5,customer
R300760,P1029,SN400760,2024-09-07,Lucknow,sensor_failure,5,dealer
R300761,P1007,SN400761,2024-11-25,Hyderabad,leakage,4,dealer
R300762,P1018,SN400762,2024-03-04,Village_A,overheating,2,customer
R300763,P1046,SN400763,2023-09-22,Village_B,brake_shim_wear,1,customer
R300764,P1042,SN400764,2024-07-29,Chennai,overheating,3,customer
R300765,P1031,SN400765,2025-10-25,Nagpur,noise_vibration,3,customer
R300766,P1026,SN400766,2024-10-22,Village_C,overheating,3,customer
R300767,P1040,SN400767,2023-07-17,Pune,noise_vibration,3,customer
R300768,P1045,SN400768,2024-01-25,Hyderabad,overheating,2,customer
R300770,P1030,SN400770,2024-04-15,Indore,pad_wear,3,dealer
R300771,P1047,SN400771,2024-01-10,Nagpur,sensor_failure,5,customer
R300773,P1018,SN400773,2025-04-24,Jaipur,leakage,3,dealer
R300777,P1029,SN400777,2025-07-21,Indore,brake_shim_wear,4,customer
R300778,P1032,SN400778,2023-11-12,Pune,leakage,3,customer
R300781,P1023,SN400781,2024-08-31,Lucknow,brake_shim_wear,5,dealer
R300782,P1049,SN400782,2024-10-01,Chennai,sensor_failure,4,dealer
R300783,P1051,SN400783,2024-05-21,Village_A,leakage,3,dealer
R300784,P1026,SN400784,2023-10-06,Ahmedabad,noise_vibration,3,dealer
R300785,P1033,SN400785,2023-10-06,Bangalore,sensor_failure,1,customer
R300786,P1004,SN400786,2024-05-07,Nagpur,brake_shim_wear,3,dealer
R300787,P1023,SN400787,2023-09-15,Patna,pad_wear,3,customer
R300788,P1034,SN400788,2024-04-14,Lucknow,brake_shim_wear,2,customer
R300790,P1021,SN400790,2025-02-11,Hyderabad,leakage,3,dealer
R300792,P1005,SN400792,2025-02-17,Hyderabad,leakage,3,dealer
R300793,P1035,SN400793,2025-05-02,Kolkata,brake_shim_wear,3,customer
R300795,P1038,SN400795,2025-06-11,Bangalore,pad_wear,3,customer
R300796,P1053,SN400796,2023-08-10,Mumbai,sensor_failure,1,dealer
R300798,P1012,SN400798,2023-09-13,Kolkata,sensor_failure,3,customer
R300799,P1049,SN400799,2025-10-25,Patna,leakage,3,dealer
R300800,P1035,SN400800,2024-10-11,Jaipur,overheating,3,customer
R300801,P1055,SN400801,2025-01-30,Indore,overheating,4,dealer
R300802,P1035,SN400802,2024-02-19,Ahmedabad,sensor_failure,3,dealer
R300803,P1045,SN400803,2025-09-25,Kolkata,sensor_failure,2,customer
R300804,P1049,SN400804,2023-12-18,Mumbai,sensor_failure,4,customer
R300805,P1022,SN400805,2025-08-15,Kolkata,noise_vibration,5,customer
R300806,P1039,SN400806,2024-05-14,Mumbai,pad_wear,1,dealer
R300808,P1015,SN400808,2025-02-19,Delhi,sensor_failure,2,customer
R300809,P1018,SN400809,2024-01-03,Delhi,brake_shim_wear,2,customer
R300810,P1001,SN400810,2025-06-01,Chennai,overheating,2,dealer
R300811,P1004,SN400811,2024-01-14,Village_A,sensor_failure,5,dealer
R300812,P1003,SN400812,2025-09-29,Jaipur,pad_wear,5,customer
R300813,P1044,SN400813,2024-05-05,Delhi,leakage,3,customer
R300814,P1000,SN400814,2024-05-01,Chennai,pad_wear,3,customer
R300816,P1022,SN400816,2024-12-28,Village_B,pad_wear,4,customer
R300819,P1029,SN400819,2025-02-14,Village_B,pad_wear,3,dealer
R300821,P1025,SN400821,2024-03-24,Bangalore,brake_shim_wear,4,dealer
R300822,P1009,SN400822,2024-08-18,Patna,overheating,3,dealer
R300823,P1055,SN400823,2025-05-15,Patna,leakage,5,dealer
R300824,P1015,SN400824,2023-07-12,Delhi,overheating,2,dealer
R300825,P1046,SN400825,2023-12-11,Lucknow,pad_wear,3,customer
R300826,P1019,SN400826,2025-02-20,Jaipur,sensor_failure,4,customer
R300827,P1036,SN400827,2024-04-03,Patna,sensor_failure,3,dealer
R300828,P1018,SN400828,2023-08-05,Village_C,leakage,5,customer
R300830,P1053,SN400830,2024-06-10,Nagpur,brake_shim_wear,2,customer
R300831,P1014,SN400831,2023-12-24,Jaipur,overheating,3,customer
R300832,P1046,SN400832,2025-07-31,Village_B,brake_shim_wear,3,dealer
R300833,P1025,SN400833,2023-11-19,Chennai,noise_vibration,2,dealer
R300834,P1001,SN400834,2024-10-17,Patna,pad_wear,4,customer
R300835,P1033,SN400835,2023-08-15,Kolkata,leakage,4,dealer
R300837,P1026,SN400837,2024-11-14,Jaipur,sensor_failure,4,customer
R300839,P1039,SN400839,2025-05-06,Ahmedabad,leakage,2,dealer
R300840,P1007,SN400840,2023-08-04,Village_C,pad_wear,4,customer
R300841,P1000,SN400841,2024-08-04,Mumbai,overheating,5,dealer
R300842,P1006,SN400842,2024-09-24,Hyderabad,leakage,3,customer
R300843,P1023,SN400843,2023-09-16,Mumbai,sensor_failure,1,dealer
R300845,P1025,SN400845,2024-01-01,Nagpur,leakage,2,dealer
R300846,P1041,SN400846,2025-01-31,Ahmedabad,pad_wear,2,customer
R300848,P1016,SN400848,2025-03-04,Chennai,overheating,4,dealer
R300851,P1029,SN400851,2024-12-08,Village_B,overheating,3,dealer
R300853,P1005,SN400853,2023-11-30,Village_A,sensor_failure,3,dealer
R300854,P1055,SN400854,2025-05-24,Indore,pad_wear,3,customer
R300857,P1035,SN400857,2023-08-24,Village_B,pad_wear,2,dealer
R300858,P1021,SN400858,2024-03-27,Nagpur,leakage,2,customer
R300860,P1025,SN400860,2024-05-03,Village_A,leakage,1,dealer
R300862,P1005,SN400862,2025-06-11,Patna,brake_shim_wear,3,customer
R300863,P1020,SN400863,2025-01-03,Indore,sensor_failure,3,dealer
R300864,P1049,SN400864,2023-09-19,Hyderabad,noise_vibration,3,customer
R300866,P1056,SN400866,2025-05-13,Mumbai,brake_shim_wear,2,dealer
R300867,P1000,SN400867,2024-05-10,Hyderabad,overheating,4,customer
R300868,P1057,SN400868,2025-07-18,Indore,pad_wear,5,customer
R300870,P1004,SN400870,2023-10-12,Indore,overheating,5,customer
R300872,P1037,SN400872,2023-08-08,Delhi,noise_vibration,4,customer
R300874,P1022,SN400874,2023-12-29,Indore,noise_vibration,3,customer
R300875,P1049,SN400875,2023-08-20,Mumbai,leakage,3,customer
R300876,P1039,SN400876,2025-04-09,Delhi,pad_wear,4,dealer
R300877,P1042,SN400877,2024-05-04,Village_A,brake_shim_wear,3,customer
R300878,P1010,SN400878,2024-06-27,Village_B,sensor_failure,2,customer
R300879,P1057,SN400879,2024-04-02,Jaipur,leakage,5,dealer
R300880,P1052,SN400880,2024-02-24,Lucknow,leakage,2,dealer
R300881,P1026,SN400881,2024-05-19,Village_A,brake_shim_wear,3,dealer
R300884,P1028,SN400884,2025-08-15,Delhi,sensor_failure,3,dealer
R300885,P1038,SN400885,2025-04-21,Lucknow,overheating,4,dealer
R300886,P1001,SN400886,2025-05-05,Indore,pad_wear,4,customer
R300887,P1008,SN400887,2023-12-05,Pune,overheating,3,dealer
R300888,P1023,SN400888,2025-05-09,Lucknow,noise_vibration,3,dealer
R300889,P1010,SN400889,2024-05-14,Jaipur,sensor_failure,5,customer
R300890,P1056,SN400890,2025-10-15,Kolkata,pad_wear,3,dealer
R300891,P1015,SN400891,2024-03-16,Lucknow,pad_wear,3,dealer
R300892,P1005,SN400892,2025-05-17,Indore,sensor_failure,4,dealer
R300893,P1030,SN400893,2025-08-21,Village_A,sensor_failure,5,dealer
R300895,P1017,SN400895,2023-10-04,Lucknow,pad_wear,4,dealer
R300896,P1017,SN400896,2025-09-01,Village_C,brake_shim_wear,2,customer
R300897,P1054,SN400897,2025-05-23,Mumbai,sensor_failure,3,dealer
R300898,P1043,SN400898,2025-11-04,Hyderabad,noise_vibration,3,dealer
R300900,P1009,SN400900,2023-07-27,Chennai,noise_vibration,4,dealer
R300901,P1001,SN400901,2024-10-23,Village_C,brake_shim_wear,3,dealer
R300902,P1017,SN400902,2025-03-24,Ahmedabad,overheating,4,customer
R300904,P1034,SN400904,2023-10-20,Delhi,noise_vibration,2,dealer
R300905,P1039,SN400905,2024-01-19,Mumbai,brake_shim_wear,2,dealer
R300906,P1045,SN400906,2024-06-26,Village_A,leakage,3,customer
R300907,P1024,SN400907,2023-12-13,Ahmedabad,brake_shim_wear,5,customer
R300909,P1021,SN400909,2025-07-08,Kolkata,pad_wear,2,customer
R300910,P1017,SN400910,2023-08-28,Patna,leakage,5,dealer
R300911,P1032,SN400911,2025-10-01,Mumbai,pad_wear,4,customer
R300912,P1009,SN400912,2023-09-29,Ahmedabad,brake_shim_wear,3,customer
R300913,P1057,SN400913,2023-12-18,Indore,overheating,3,dealer
R300917,P1026,SN400917,2025-04-06,Nagpur,noise_vibration,2,customer
R300919,P1001,SN400919,2024-09-10,Nagpur,sensor_failure,3,dealer
R300920,P1048,SN400920,2023-11-28,Hyderabad,noise_vibration,4,dealer
R300921,P1024,SN400921,2024-03-28,Mumbai,overheating,3,dealer
R300922,P1017,SN400922,2025-05-09,Bangalore,leakage,3,dealer
R300923,P1021,SN400923,2024-02-23,Village_B,sensor_failure,3,customer
R300924,P1030,SN400924,2023-06-15,Hyderabad,overheating,2,customer
R300925,P1049,SN400925,2023-12-12,Lucknow,sensor_failure,2,dealer
R300926,P1021,SN400926,2025-04-22,Patna,pad_wear,3,customer
R300927,P1049,SN400927,2025-09-18,Village_A,leakage,2,dealer
R300928,P1042,SN400928,2023-12-09,Indore,leakage,4,customer
R300929,P1026,SN400929,2024-07-01,Village_C,overheating,3,customer
R300931,P1028,SN400931,2025-01-31,Village_A,noise_vibration,2,dealer
R300932,P1006,SN400932,2023-12-29,Ahmedabad,pad_wear,3,dealer
R300933,P1052,SN400933,2025-09-27,Village_B,brake_shim_wear,2,customer
R300934,P1058,SN400934,2023-10-02,Indore,brake_shim_wear,3,customer
R300936,P1007,SN400936,2024-08-06,Hyderabad,overheating,4,dealer
R300937,P1002,SN400937,2024-03-16,Nagpur,noise_vibration,2,dealer
R300938,P1033,SN400938,2024-11-09,Pune,pad_wear,5,customer
R300939,P1025,SN400939,2024-04-16,Indore,brake_shim_wear,3,dealer
R300941,P1049,SN400941,2025-02-25,Jaipur,pad_wear,4,customer
R300944,P1039,SN400944,2025-06-23,Village_C,noise_vibration,4,dealer
R300945,P1025,SN400945,2023-12-06,Delhi,pad_wear,3,dealer
R300946,P1047,SN400946,2024-01-26,Patna,noise_vibration,3,customer
R300947,P1058,SN400947,2025-05-11,Chennai,sensor_failure,4,dealer
R300948,P1011,SN400948,2023-11-04,Chennai,pad_wear,1,dealer
R300949,P1011,SN400949,2024-06-15,Chennai,pad_wear,3,customer
R300950,P1052,SN400950,2023-09-17,Hyderabad,pad_wear,4,customer
R300951,P1026,SN400951,2025-08-23,Ahmedabad,sensor_failure,4,customer
R300952,P1051,SN400952,2023-11-09,Village_B,sensor_failure,5,customer
R300954,P1032,SN400954,2023-10-12,Indore,overheating,3,customer
R300955,P1006,SN400955,2025-05-03,Lucknow,sensor_failure,3,customer
R300956,P1033,SN400956,2023-12-20,Mumbai,overheating,2,dealer
R300957,P1010,SN400957,2024-11-22,Bangalore,leakage,4,customer
R300958,P1003,SN400958,2025-02-19,Hyderabad,sensor_failure,3,customer
R300961,P1056,SN400961,2023-10-01,Kolkata,brake_shim_wear,3,dealer
R300962,P1028,SN400962,2025-05-18,Village_B,sensor_failure,3,dealer
R300964,P1015,SN400964,2024-05-13,Delhi,leakage,3,dealer
R300965,P1011,SN400965,2023-09-08,Pune,sensor_failure,3,dealer
R300967,P1049,SN400967,2023-08-28,Indore,sensor_failure,3,customer
R300968,P1030,SN400968,2024-03-06,Delhi,sensor_failure,4,customer
R300969,P1011,SN400969,2025-04-01,Village_A,pad_wear,2,dealer
R300970,P1056,SN400970,2024-10-14,Mumbai,noise_vibration,3,customer
R300971,P1044,SN400971,2023-07-09,Ahmedabad,overheating,3,dealer
R300972,P1032,SN400972,2024-07-29,Nagpur,sensor_failure,3,customer
R300973,P1030,SN400973,2024-06-03,Jaipur,sensor_failure,3,customer
R300974,P1030,SN400974,2024-04-18,Village_C,sensor_failure,2,dealer
R300975,P1050,SN400975,2024-03-16,Lucknow,noise_vibration,3,customer
R300976,P1017,SN400976,2023-09-17,Jaipur,pad_wear,4,dealer
R300977,P1041,SN400977,2025-08-03,Delhi,pad_wear,4,dealer
R300979,P1021,SN400979,2024-06-11,Bangalore,brake_shim_wear,4,dealer
R300981,P1055,SN400981,2024-05-11,Indore,sensor_failure,2,dealer
R300982,P1058,SN400982,2025-08-12,Lucknow,brake_shim_wear,3,dealer
R300983,P1044,SN400983,2024-05-10,Village_A,pad_wear,4,customer
R300984,P1046,SN400984,2025-09-14,Indore,overheating,1,customer
R300985,P1007,SN400985,2024-07-11,Pune,overheating,3,customer
R300987,P1041,SN400987,2024-01-22,Kolkata,overheating,4,customer
R300989,P1050,SN400989,2024-01-25,Mumbai,noise_vibration,3,dealer
R300991,P1004,SN400991,2025-10-06,Pune,leakage,4,dealer
R300993,P1008,SN400993,2024-06-25,Village_B,sensor_failure,4,customer
R300994,P1021,SN400994,2025-08-24,Nagpur,sensor_failure,3,customer
R300996,P1009,SN400996,2024-11-20,Ahmedabad,pad_wear,3,dealer
R300999,P1059,SN400999,2023-08-12,Village_C,brake_shim_wear,3,dealer
R301001,P1019,SN401001,2025-08-24,Chennai,noise_vibration,5,customer
R301003,P1010,SN401003,2023-09-17,Indore,sensor_failure,3,dealer
R301004,P1033,SN401004,2025-08-08,Lucknow,leakage,5,dealer
R301005,P1050,SN401005,2024-06-13,Village_B,pad_wear,5,customer
R301008,P1029,SN401008,2025-05-25,Bangalore,overheating,1,customer
R301009,P1011,SN401009,2025-04-24,Kolkata,brake_shim_wear,3,dealer
R301010,P1002,SN401010,2023-08-09,Mumbai,brake_shim_wear,3,customer
R301012,P1026,SN401012,2025-05-15,Patna,sensor_failure,3,customer
R301014,P1057,SN401014,2023-08-30,Pune,overheating,3,customer
R301015,P1024,SN401015,2025-10-25,Lucknow,brake_shim_wear,4,customer
R301016,P1005,SN401016,2024-07-04,Village_A,overheating,2,customer
R301017,P1046,SN401017,2023-08-25,Hyderabad,pad_wear,1,customer
R301018,P1006,SN401018,2023-09-16,Mumbai,noise_vibration,3,dealer
R301019,P1051,SN401019,2025-01-04,Village_A,overheating,4,dealer
R301021,P1032,SN401021,2024-09-14,Village_A,brake_shim_wear,3,dealer
R301023,P1008,SN401023,2024-10-29,Village_A,noise_vibration,4,dealer
R301024,P1054,SN401024,2025-09-16,Lucknow,pad_wear,3,dealer
R301025,P1045,SN401025,2025-01-27,Village_C,sensor_failure,3,dealer
R301028,P1044,SN401028,2023-07-19,Ahmedabad,overheating,5,customer
R301030,P1034,SN401030,2024-04-07,Delhi,leakage,3,dealer
R301031,P1024,SN401031,2025-10-02,Patna,overheating,3,dealer
R301034,P1042,SN401034,2025-10-27,Bangalore,sensor_failure,4,dealer
R301035,P1015,SN401035,2025-07-23,Jaipur,sensor_failure,3,customer
R301036,P1031,SN401036,2025-07-12,Jaipur,overheating,2,customer
R301037,P1033,SN401037,2024-07-27,Jaipur,overheating,5,customer
R301038,P1023,SN401038,2024-09-09,Village_B,leakage,2,customer
R301041,P1002,SN401041,2024-12-09,Bangalore,noise_vibration,4,dealer
R301046,P1009,SN401046,2024-11-10,Patna,brake_shim_wear,2,dealer
