orderId,productId,date,channel,qty,unitPrice,totalPrice
O500524,P1051,2025-10-29,online,5,1800.15,9000.75
O500525,P1001,2024-03-03,online,36,4362.36,157044.96
O500528,P1048,2023-08-13,dealer,30,1733.42,52002.6
O500529,P1011,2024-05-01,wholesale,82,1717.88,140866.16
O500531,P1012,2025-08-23,dealer,10,1244.55,12445.5
O500532,P1038,2025-10-28,online,21,2908.75,61083.75
O500533,P1006,2023-04-09,dealer,26,5222.27,135779.02
O500534,P1015,2025-08-24,wholesale,46,4795.33,220585.18
O500535,P1026,2023-07-10,dealer,16,4890.03,78240.48
O500536,P1048,2023-02-04,dealer,31,1699.21,52675.51
O500538,P1036,2024-10-20,wholesale,38,1184.78,45021.64
O500539,P1002,2023-08-13,wholesale,61,4507.07,274931.27
O500540,P1032,2025-07-16,online,20,921.08,18421.6
O500541,P1034,2024-12-09,dealer,25,4468.29,111707.25
O500542,P1027,2024-06-01,online,12,3474.7,41696.4
O500543,P1029,2025-05-05,dealer,28,4959.39,138862.92
O500544,P1055,2025-01-09,online,1,3255.83,3255.83
O500545,P1018,2023-03-06,online,18,1091.23,19642.14
O500546,P1024,2025-02-18,dealer,13,2245.04,29185.52
O500548,P1006,2024-08-14,dealer,1,4608.32,4608.32
O500549,P1047,2023-08-04,online,20,2992.18,59843.6
O500550,P1059,2023-02-15,online,13,3520.02,45760.26
O500551,P1003,2024-12-23,dealer,19,2501.88,47535.72
O500552,P1041,2025-06-15,dealer,22,4152.9,91363.8
O500553,P1030,2025-06-24,online,45,3652.58,164366.1
O500554,P1049,2023-03-06,dealer,23,1695.57,38998.11
O500555,P1015,2023-10-15,dealer,21,4997.16,104940.36
O500556,P1006,2025-10-07,dealer,17,4431.65,75338.05
O500557,P1027,2024-07-31,wholesale,45,3937.94,177207.3
O500558,P1015,2024-02-12,wholesale,36,4945.43,178035.48
O500559,P1049,2024-09-23,online,8,1613.42,12907.36
O500560,P1034,2023-02-08,dealer,21,4296.83,90233.43
O500561,P1025,2025-10-06,online,24,1324.71,31793.04
O500562,P1048,2024-05-19,wholesale,48,1790.12,85925.76
O500563,P1052,2025-10-28,wholesale,73,1530.98,111761.54
O500564,P1043,2025-07-08,online,34,1690.23,57467.82
O500565,P1020,2024-08-19,online,19,2066.88,39270.72
O500566,P1018,2023-06-18,dealer,23,1078.2,24798.6
O500567,P1014,2023-03-02,wholesale,26,2346.9,61019.4
O500568,P1032,2023-09-07,dealer,39,1062.56,41439.84
O500569,P1034,2025-07-21,online,25,4477.04,111926.0
O500570,P1045,2023-08-26,wholesale,69,2724.78,188009.82
O500571,P1051,2024-07-29,wholesale,51,1894.23,96605.73
O500573,P1006,2025-03-19,dealer,20,4508.44,90168.8
O500574,P1044,2024-01-25,dealer,35,3584.45,125455.75
O500576,P1028,2024-01-16,online,26,916.33,23824.58
O500577,P1058,2024-08-01,dealer,20,4483.76,89675.2
O500578,P1007,2024-02-28,dealer,11,4311.37,47425.07
O500579,P1019,2024-10-14,wholesale,73,4010.39,292758.47
O500580,P1053,2023-06-25,wholesale,52,2175.11,113105.72
O500581,P1018,2023-12-21,dealer,25,1151.05,28776.25
O500583,P1044,2025-03-14,wholesale,40,3584.66,143386.4
O500584,P1018,2024-08-18,online,16,1193.72,19099.52
O500587,P1014,2023-11-10,wholesale,66,2151.58,142004.28
O500588,P1022,2024-12-31,online,12,3546.58,42558.96
O500589,P1007,2023-02-01,dealer,30,3861.77,115853.1
O500590,P1035,2023-04-11,dealer,13,1437.35,18685.55
O500591,P1004,2023-10-28,online,38,502.66,19101.08
O500592,P1005,2025-10-24,online,23,2701.17,62126.91
O500593,P1046,2023-08-10,wholesale,64,3493.81,223603.84
O500594,P1012,2025-06-16,dealer,12,1329.68,15956.16
O500595,P1028,2023-01-26,dealer,22,927.25,20399.5
O500596,P1037,2024-01-24,dealer,21,2284.06,47965.26
O500597,P1047,2025-08-09,dealer,21,3001.71,63035.91
O500598,P1018,2024-02-05,dealer,13,1265.84,16455.92
O500599,P1059,2024-06-09,online,14,3888.23,54435.22
O500600,P1056,2025-07-11,dealer,36,2172.96,78226.56
O500601,P1033,2025-11-14,online,25,2331.6,58290.0
O500602,P1050,2025-08-12,dealer,3,1672.28,5016.84
O500603,P1027,2023-08-29,wholesale,84,3860.73,324301.32
O500604,P1038,2024-08-28,dealer,20,2891.43,57828.6
O500605,P1054,2025-08-18,online,20,3150.51,63010.2
O500606,P1012,2023-01-23,dealer,9,1179.37,10614.33
O500607,P1057,2023-08-12,online,40,1275.13,51005.2
O500608,P1047,2023-03-11,dealer,30,2856.37,85691.1
O500609,P1051,2024-03-25,online,27,1750.29,47257.83
O500610,P1022,2025-09-17,dealer,9,2977.26,26795.34
O500611,P1056,2024-05-14,online,19,2076.96,39462.24
O500612,P1021,2023-04-15,online,21,1914.55,40205.55
O500613,P1035,2024-02-04,wholesale,47,1388.62,65265.14
O500614,P1031,2023-10-31,online,1,4509.7,4509.7
O500615,P1001,2024-02-17,dealer,10,4822.17,48221.7
O500616,P1038,2025-04-24,online,31,3348.25,103795.75
O500617,P1058,2025-05-25,dealer,24,4353.36,104480.64
O500618,P1029,2025-02-10,wholesale,37,5476.94,202646.78
O500619,P1046,2024-03-16,online,19,4071.48,77358.12
O500620,P1011,2024-07-16,dealer,25,1455.99,36399.75
O500621,P1025,2024-08-26,online,42,1367.51,57435.42
O500622,P1003,2024-11-12,wholesale,26,2318.04,60269.04
O500623,P1019,2023-11-17,dealer,21,4584.11,96266.31
O500624,P1047,2023-05-18,dealer,16,2942.52,47080.32
O500625,P1012,2023-05-20,wholesale,46,1253.24,57649.04
O500627,P1005,2023-08-25,dealer,14,2406.67,33693.38
O500628,P1038,2024-11-05,wholesale,36,3042.32,109523.52
O500629,P1020,2023-06-14,online,3,1935.2,5805.6
O500630,P1055,2024-06-12,dealer,21,2965.42,62273.82
O500632,P1031,2024-11-18,wholesale,66,4747.69,313347.54
O500633,P1024,2023-06-02,dealer,11,2246.89,24715.79
O500634,P1026,2023-08-27,online,24,4547.12,109130.88
O500635,P1027,2025-01-19,dealer,20,3685.17,73703.4
O500636,P1021,2024-10-10,dealer,22,1983.86,43644.92
O500637,P1039,2025-07-04,dealer,25,1084.27,27106.75
O500638,P1016,2023-06-21,dealer,30,1331.18,39935.4
O500640,P1014,2024-12-29,dealer,12,2134.84,25618.08
O500641,P1015,2023-04-26,dealer,36,4883.63,175810.68
O500642,P1040,2024-10-15,dealer,20,1108.2,22164.0
O500643,P1052,2023-09-27,dealer,12,1442.06,17304.72
O500644,P1001,2023-03-08,wholesale,48,4481.27,215100.96
O500645,P1003,2024-03-23,wholesale,27,2610.33,70478.91
O500646,P1027,2024-01-13,wholesale,76,4238.91,322157.16
O500649,P1059,2024-05-03,dealer,16,3301.34,52821.44
O500650,P1049,2024-03-20,dealer,26,1538.11,39990.86
O500651,P1038,2023-02-23,dealer,22,3045.79,67007.38
O500653,P1016,2024-04-13,wholesale,77,1390.03,107032.31
O500654,P1021,2023-08-06,online,24,2104.6,50510.4
O500655,P1054,2024-10-05,dealer,30,2960.81,88824.3
O500656,P1009,2023-11-29,wholesale,48,4525.37,217217.76
O500657,P1028,2024-10-11,dealer,22,895.68,19704.96
O500658,P1046,2024-12-22,online,23,4073.36,93687.28
O500659,P1013,2023-11-01,dealer,18,1860.32,33485.76
O500660,P1004,2023-04-19,dealer,14,560.23,7843.22
O500661,P1013,2023-09-06,dealer,15,1676.21,25143.15
O500662,P1029,2025-09-30,dealer,19,4519.74,85875.06
O500663,P1030,2025-10-13,online,10,3479.07,34790.7
O500664,P1016,2025-11-11,dealer,4,1181.07,4724.28
O500665,P1055,2025-08-06,online,28,2902.04,81257.12
O500666,P1048,2025-09-16,online,28,1525.66,42718.48
O500667,P1041,2025-05-02,online,30,3888.22,116646.6
O500668,P1058,2023-05-14,wholesale,60,4435.81,266148.6
O500669,P1013,2025-10-12,dealer,10,1953.72,19537.2
O500670,P1014,2023-05-16,online,5,2292.79,11463.95
O500675,P1032,2025-10-25,dealer,36,934.72,33649.92
O500676,P1015,2025-05-03,dealer,18,4298.96,77381.28
O500677,P1047,2025-05-01,dealer,43,2593.03,111500.29
O500678,P1029,2024-12-03,dealer,14,4815.27,67413.78
O500679,P1021,2023-07-08,online,35,2252.94,78852.9
O500680,P1041,2023-06-11,dealer,1,4174.07,4174.07
O500681,P1029,2025-04-24,online,50,4713.87,235693.5
O500682,P1051,2024-11-29,dealer,24,1935.3,46447.2
O500683,P1038,2025-09-19,dealer,16,3005.17,48082.72
O500684,P1004,2024-01-11,dealer,34,544.33,18507.22
O500685,P1016,2023-12-28,wholesale,67,1193.59,79970.53
O500686,P1042,2025-08-29,dealer,25,1915.94,47898.5
O500687,P1000,2025-03-18,dealer,20,655.81,13116.2
O500689,P1029,2023-05-14,online,16,4509.72,72155.52
O500691,P1007,2024-12-11,online,18,3785.74,68143.32
O500692,P1054,2025-02-08,wholesale,28,2789.84,78115.52
O500693,P1047,2024-01-12,wholesale,58,2936.7,170328.6
O500694,P1027,2024-04-02,dealer,20,3945.36,78907.2
O500695,P1019,2023-11-15,online,14,4130.27,57823.78
O500696,P1039,2023-01-21,dealer,10,1083.96,10839.6
O500697,P1032,2025-01-04,dealer,14,922.62,12916.68
O500698,P1010,2025-06-06,dealer,30,1696.08,50882.4
O500699,P1046,2024-09-22,dealer,7,3503.99,24527.93
O500700,P1017,2023-09-11,dealer,24,2252.96,54071.04
O500701,P1029,2024-02-01,online,6,5293.32,31759.92
O500703,P1007,2023-01-14,dealer,19,4426.72,84107.68
O500704,P1014,2025-03-16,dealer,25,2546.14,63653.5
O500705,P1052,2024-03-04,dealer,22,1401.87,30841.14
O500706,P1019,2025-06-05,online,11,4500.81,49508.91
O500707,P1002,2025-11-05,wholesale,31,4493.68,139304.08
O500708,P1056,2024-07-07,online,14,2304.23,32259.22
O500709,P1001,2023-11-12,online,21,4732.74,99387.54
O500710,P1057,2025-10-15,wholesale,42,1238.45,52014.9
O500712,P1024,2023-07-25,wholesale,50,2268.36,113418.0
O500713,P1008,2024-11-21,dealer,24,3779.54,90708.96
O500714,P1021,2025-01-14,dealer,26,1942.75,50511.5
O500715,P1023,2023-07-11,dealer,25,2756.1,68902.5
O500717,P1028,2024-10-14,dealer,8,902.86,7222.88
O500718,P1037,2023-06-17,online,33,2281.73,75297.09
O500719,P1022,2024-09-29,online,31,3131.98,97091.38
O500720,P1045,2023-08-08,online,19,2903.29,55162.51
O500721,P1014,2023-10-30,dealer,1,2299.8,2299.8
O500723,P1044,2024-11-06,wholesale,68,3514.73,239001.64
O500724,P1043,2024-04-28,dealer,13,1871.1,24324.3
O500725,P1017,2025-04-12,online,38,2401.09,91241.42
O500726,P1047,2024-03-19,dealer,9,2698.3,24284.7
O500730,P1047,2024-07-16,dealer,28,2900.75,81221.0
O500731,P1018,2023-04-30,online,9,1081.19,9730.71
O500732,P1045,2024-11-06,wholesale,46,2800.82,128837.72
O500733,P1033,2024-06-04,dealer,20,2438.96,48779.2
O500734,P1031,2025-06-14,online,20,5286.25,105725.0
O500735,P1043,2023-11-08,dealer,12,1774.51,21294.12
O500736,P1035,2024-04-17,dealer,8,1449.27,11594.16
O500737,P1016,2025-04-12,online,17,1147.78,19512.26
O500738,P1015,2023-01-31,online,12,4469.52,53634.24
O500739,P1003,2025-10-16,wholesale,22,2373.52,52217.44
O500740,P1018,2023-09-30,online,34,1225.19,41656.46
O500741,P1014,2023-09-19,wholesale,97,2160.52,209570.44
O500742,P1004,2023-11-10,online,21,496.11,10418.31
O500743,P1042,2025-08-21,dealer,38,2074.49,78830.62
O500744,P1015,2025-03-14,wholesale,27,4574.72,123517.44
O500745,P1032,2023-05-13,dealer,14,924.38,12941.32
O500746,P1028,2024-04-17,dealer,15,860.13,12901.95
O500747,P1013,2023-06-30,dealer,22,1828.1,40218.2
O500748,P1026,2023-09-04,dealer,31,5121.93,158779.83
O500749,P1020,2024-11-23,dealer,23,2030.46,46700.58
O500750,P1042,2024-12-16,online,9,1956.71,17610.39
O500751,P1040,2023-04-17,online,28,1089.81,30514.68
O500752,P1008,2023-01-12,online,9,3785.29,34067.61
O500753,P1015,2023-03-13,online,34,4792.05,162929.7
O500754,P1050,2025-03-19,dealer,20,1790.18,35803.6
O500755,P1028,2024-06-12,online,20,943.86,18877.2
O500756,P1013,2023-07-20,wholesale,10,1963.75,19637.5
O500757,P1057,2023-03-06,dealer,26,1258.24,32714.24
O500758,P1045,2024-09-06,online,1,2858.83,2858.83
O500760,P1057,2023-12-01,dealer,25,1282.4,32060.0
O500761,P1041,2024-10-15,online,24,4114.69,98752.56
O500762,P1037,2024-10-21,online,11,2177.59,23953.49
O500764,P1012,2024-08-14,dealer,16,1160.22,18563.52
O500765,P1009,2023-05-24,dealer,30,4200.82,126024.6
O500766,P1033,2024-04-04,dealer,42,2365.46,99349.32
O500767,P1032,2024-06-25,dealer,27,1063.16,28705.32
O500768,P1047,2023-06-12,wholesale,54,2564.96,138507.84
O500769,P1035,2025-02-04,dealer,7,1432.1,10024.7
O500770,P1032,2024-03-27,wholesale,41,1064.97,43663.77
O500771,P1043,2025-04-30,wholesale,47,1673.94,78675.18
O500772,P1033,2024-11-13,dealer,4,2489.84,9959.36
O500773,P1009,2024-08-26,wholesale,37,4174.68,154463.16
O500774,P1047,2023-11-15,online,18,2581.94,46474.92
O500775,P1034,2023-12-11,dealer,22,5012.11,110266.42
O500776,P1048,2025-10-12,dealer,2,1823.01,3646.02
O500777,P1031,2023-09-29,wholesale,65,5187.21,337168.65
O500778,P1032,2025-08-14,dealer,24,1009.75,24234.0
O500779,P1030,2025-07-14,wholesale,26,3708.54,96422.04
O500781,P1058,2025-05-06,wholesale,21,4543.51,95413.71
O500782,P1054,2024-03-17,dealer,22,2806.85,61750.7
O500783,P1016,2024-11-05,wholesale,59,1198.97,70739.23
O500785,P1004,2024-06-15,wholesale,44,563.7,24802.8
O500786,P1048,2024-04-10,dealer,19,1577.73,29976.87
O500787,P1040,2024-02-12,online,15,1096.41,16446.15
O500788,P1026,2024-10-24,online,13,5043.53,65565.89
O500789,P1057,2024-07-24,online,2,1250.55,2501.1
O500790,P1021,2023-07-23,dealer,21,1951.73,40986.33
O500792,P1045,2023-01-14,wholesale,44,2680.98,117963.12
O500794,P1046,2025-03-30,dealer,18,3534.49,63620.82
O500795,P1037,2023-02-11,dealer,27,2539.81,68574.87
O500796,P1052,2023-06-13,dealer,21,1571.08,32992.68
O500797,P1020,2023-05-24,online,15,1820.79,27311.85
O500798,P1020,2024-06-03,wholesale,66,1829.2,120727.2
O500799,P1046,2025-05-03,online,23,4010.52,92241.96
O500800,P1046,2023-06-11,dealer,33,3731.8,123149.4
O500801,P1038,2024-11-07,dealer,17,3282.35,55799.95
O500803,P1032,2023-07-12,dealer,23,918.45,21124.35
O500804,P1057,2023-11-13,online,24,1472.2,35332.8
O500805,P1045,2024-07-21,wholesale,35,2960.77,103626.95
O500806,P1040,2023-12-07,online,23,1262.3,29032.9
O500807,P1029,2024-04-23,online,1,4665.67,4665.67
O500808,P1027,2025-06-24,wholesale,51,3841.63,195923.13
O500809,P1057,2024-05-31,wholesale,51,1444.97,73693.47
O500811,P1046,2024-08-11,dealer,41,3993.6,163737.6
O500812,P1047,2025-02-20,online,10,2498.43,24984.3
O500813,P1020,2025-09-18,online,22,2191.0,48202.0
O500814,P1051,2024-03-25,dealer,24,1915.89,45981.36
O500816,P1014,2024-02-06,dealer,36,2391.79,86104.44
O500818,P1044,2023-12-03,dealer,16,3259.81,52156.96
O500819,P1053,2024-07-10,wholesale,35,2130.12,74554.2
O500820,P1026,2023-04-02,dealer,27,4925.91,132999.57
O500823,P1036,2025-08-06,dealer,17,1044.55,17757.35
O500825,P1035,2023-09-17,wholesale,48,1380.68,66272.64
O500826,P1022,2023-03-26,dealer,28,3524.73,98692.44
O500827,P1006,2023-12-18,wholesale,40,4883.91,195356.4
O500828,P1002,2025-09-26,wholesale,35,4660.92,163132.2
O500829,P1012,2023-05-13,dealer,30,1384.86,41545.8
O500830,P1035,2025-09-17,dealer,19,1301.3,24724.7
O500831,P1055,2025-06-04,wholesale,34,2939.91,99956.94
O500832,P1057,2023-11-10,wholesale,63,1350.23,85064.49
O500833,P1027,2023-12-14,online,9,4099.85,36898.65
O500834,P1006,2024-04-24,wholesale,24,4956.4,118953.6
O500835,P1022,2024-01-20,wholesale,39,3557.55,138744.45
O500836,P1002,2023-06-23,dealer,20,4475.95,89519.0
O500837,P1027,2025-04-04,dealer,15,3695.19,55427.85
O500838,P1003,2024-10-03,dealer,9,2467.73,22209.57
O500839,P1056,2023-03-15,dealer,14,2189.46,30652.44
O500840,P1015,2024-06-18,wholesale,27,4659.76,125813.52
O500841,P1024,2024-07-03,online,20,1879.37,37587.4
O500842,P1044,2023-10-28,wholesale,36,3629.59,130665.24
O500843,P1008,2025-10-09,wholesale,28,3919.11,109735.08
O500844,P1035,2025-02-26,online,4,1504.35,6017.4
O500845,P1039,2023-11-04,online,22,1105.47,24320.34
O500847,P1001,2024-04-14,dealer,25,5029.09,125727.25
O500848,P1015,2024-05-11,online,17,4552.58,77393.86
O500850,P1055,2024-02-27,dealer,31,3259.04,101030.24
O500851,P1041,2023-10-06,dealer,12,3604.5,43254.0
O500853,P1041,2024-07-08,online,4,3755.5,15022.0
O500854,P1030,2025-09-17,dealer,8,3326.8,26614.4
O500856,P1009,2024-08-19,dealer,12,4283.89,51406.68
O500857,P1000,2023-04-10,online,22,559.18,12301.96
O500858,P1017,2025-06-25,dealer,1,2328.85,2328.85
O500859,P1012,2024-02-01,wholesale,34,1352.49,45984.66
O500861,P1008,2023-08-14,wholesale,20,3860.05,77201.0
O500862,P1040,2025-01-30,wholesale,55,1087.21,59796.55
O500863,P1013,2024-06-17,wholesale,43,1846.89,79416.27
O500864,P1007,2025-01-17,dealer,1,4062.33,4062.33
O500865,P1041,2023-02-25,online,34,3675.57,124969.38
O500866,P1012,2024-04-01,wholesale,101,1190.73,120263.73
O500867,P1051,2024-11-06,online,18,1846.11,33229.98
O500868,P1012,2024-10-26,wholesale,78,1313.45,102449.1
O500869,P1009,2023-10-14,dealer,21,4027.65,84580.65
O500870,P1020,2025-01-12,online,25,1988.5,49712.5
O500871,P1039,2023-04-07,dealer,7,1120.48,7843.36
O500873,P1011,2023-06-24,online,17,1657.37,28175.29
O500874,P1012,2024-04-03,dealer,23,1197.75,27548.25
O500875,P1030,2024-09-16,dealer,34,3815.82,129737.88
O500876,P1055,2024-06-15,dealer,26,2958.95,76932.7
O500877,P1023,2023-10-09,dealer,5,2859.08,14295.4
O500878,P1022,2023-07-24,wholesale,59,3606.55,212786.45
O500879,P1059,2024-05-28,dealer,38,3359.02,127642.76
O500880,P1032,2025-09-25,dealer,7,1007.3,7051.1
O500881,P1024,2024-06-21,dealer,5,2161.45,10807.25
O500882,P1043,2025-02-17,online,27,1941.58,52422.66
O500883,P1052,2024-01-25,online,28,1402.86,39280.08
O500884,P1034,2023-03-05,online,24,4314.35,103544.4
O500886,P1006,2025-01-28,dealer,28,4996.1,139890.8
O500887,P1010,2023-05-10,online,9,1724.53,15520.77
O500888,P1002,2023-11-14,dealer,10,4374.63,43746.3
O500891,P1055,2023-01-30,dealer,31,3251.06,100782.86
O500892,P1014,2025-04-17,dealer,12,2316.89,27802.68
O500893,P1052,2024-03-09,wholesale,42,1590.01,66780.42
O500894,P1005,2025-03-30,online,12,2540.56,30486.72
O500896,P1058,2023-01-23,dealer,17,5011.52,85195.84
O500897,P1053,2024-01-30,wholesale,53,2308.82,122367.46
O500898,P1047,2023-12-12,online,13,2869.19,37299.47
O500899,P1015,2023-07-05,wholesale,58,4469.91,259254.78
O500901,P1055,2023-05-15,dealer,1,2850.17,2850.17
O500903,P1049,2023-02-15,online,14,1429.0,20006.0
O500905,P1044,2023-08-28,online,19,3714.06,70567.14
O500906,P1012,2024-03-03,dealer,23,1361.42,31312.66
O500907,P1022,2025-09-10,dealer,12,3044.92,36539.04
O500908,P1037,2025-10-20,dealer,8,2505.99,20047.92
O500909,P1000,2025-02-14,dealer,18,577.28,10391.04
O500910,P1019,2023-11-07,dealer,38,4354.73,165479.74
O500911,P1048,2025-05-17,wholesale,27,1684.71,45487.17
O500913,P1003,2023-11-01,dealer,13,2504.2,32554.6
O500915,P1031,2023-01-27,online,36,5099.07,183566.52
O500916,P1011,2023-03-24,online,29,1474.6,42763.4
O500918,P1042,2024-03-30,dealer,20,2207.75,44155.0
O500919,P1006,2024-08-26,online,21,5217.55,109568.55
O500921,P1057,2024-05-11,wholesale,67,1274.88,85416.96
O500922,P1038,2024-07-19,dealer,31,3321.11,102954.41
O500923,P1057,2023-08-19,wholesale,61,1354.73,82638.53
O500925,P1019,2025-04-21,online,24,4317.5,103620.0
O500926,P1023,2025-03-06,dealer,23,2675.9,61545.7
O500927,P1036,2023-05-10,dealer,33,1121.82,37020.06
O500929,P1058,2024-05-16,wholesale,71,4890.44,347221.24
O500933,P1046,2024-06-11,online,1,3691.3,3691.3
O500934,P1037,2024-05-14,wholesale,68,2413.2,164097.6
O500935,P1027,2024-05-22,wholesale,60,4148.5,248910.0
O500936,P1013,2024-08-17,wholesale,51,1862.92,95008.92
O500937,P1059,2024-10-25,wholesale,41,3895.25,159705.25
O500938,P1031,2023-01-10,wholesale,38,4763.8,181024.4
O500939,P1010,2025-04-12,wholesale,57,1635.16,93204.12
O500941,P1025,2024-10-09,dealer,1,1475.11,1475.11
O500942,P1029,2024-02-22,dealer,22,4894.66,107682.52
O500943,P1032,2025-10-14,dealer,12,935.56,11226.72
O500944,P1016,2025-01-01,dealer,1,1232.31,1232.31
O500945,P1036,2024-07-12,online,23,1042.08,23967.84
O500946,P1024,2025-05-06,dealer,14,1990.37,27865.18
O500947,P1056,2024-09-16,dealer,11,2097.39,23071.29
O500948,P1025,2023-05-12,dealer,10,1276.29,12762.9
O500949,P1034,2023-01-19,wholesale,26,4573.58,118913.08
O500950,P1046,2024-09-11,online,18,3527.74,63499.32
O500951,P1016,2024-10-11,online,5,1329.73,6648.65
O500953,P1025,2023-07-26,online,4,1486.96,5947.84
O500955,P1028,2023-11-21,dealer,28,848.63,23761.64
O500956,P1057,2024-10-09,wholesale,35,1375.6,48146.0
O500957,P1020,2023-04-09,dealer,23,1829.52,42078.96
O500958,P1057,2025-05-26,online,22,1423.96,31327.12
O500959,P1040,2025-09-01,dealer,3,1202.47,3607.41
O500960,P1044,2023-09-29,online,20,3365.96,67319.2
O500961,P1045,2025-06-19,dealer,14,2964.09,41497.26
O500962,P1050,2024-08-31,online,27,1583.25,42747.75
O500963,P1027,2024-01-23,wholesale,47,3545.73,166649.31
O500964,P1013,2023-12-03,wholesale,62,1995.13,123698.06
O500965,P1006,2024-04-10,wholesale,45,5212.98,234584.1
O500966,P1005,2023-06-16,online,15,2567.18,38507.7
O500967,P1005,2025-08-14,dealer,14,2623.43,36728.02
O500968,P1034,2025-07-18,online,1,4453.06,4453.06
O500969,P1054,2024-10-31,online,23,2901.48,66734.04
O500970,P1042,2023-02-17,dealer,39,2120.7,82707.3
O500971,P1014,2025-09-01,online,16,2558.88,40942.08
O500972,P1028,2024-11-19,dealer,12,821.45,9857.4
O500973,P1025,2024-05-19,online,11,1343.82,14782.02
O500974,P1029,2024-01-14,wholesale,38,4905.78,186419.64
O500975,P1015,2024-10-25,dealer,10,4278.93,42789.3
O500976,P1042,2023-01-13,dealer,15,2199.14,32987.1
O500978,P1031,2024-10-08,dealer,10,5347.21,53472.1
O500979,P1017,2025-04-18,dealer,9,2231.61,20084.49
O500980,P1031,2025-11-07,wholesale,32,4588.8,146841.6
O500981,P1031,2023-12-28,online,1,5158.39,5158.39
O500982,P1010,2025-09-28,dealer,26,1593.72,41436.72
O500983,P1050,2025-04-26,dealer,13,1808.02,23504.26
O500984,P1050,2023-05-06,online,19,1784.7,33909.3
O500987,P1007,2024-11-19,wholesale,32,3661.69,117174.08
O500988,P1012,2024-06-05,dealer,24,1192.27,28614.48
O500989,P1036,2023-08-06,dealer,35,1085.39,37988.65
O500990,P1004,2025-08-22,dealer,29,516.36,14974.44
O500991,P1045,2024-06-27,online,15,2732.61,40989.15
O500992,P1056,2023-03-06,online,15,2153.87,32308.05
O500993,P1010,2023-11-14,dealer,6,1762.61,10575.66
O500994,P1020,2023-06-24,wholesale,46,2207.95,101565.7
O500995,P1043,2024-08-29,dealer,23,1926.63,44312.49
O500996,P1042,2023-04-23,online,18,2087.13,37568.34
O500997,P1030,2024-12-21,online,11,3956.61,43522.71
O500998,P1015,2025-05-05,dealer,22,4989.15,109761.3
O500999,P1019,2025-05-17,online,19,4475.62,85036.78
O501000,P1058,2025-03-01,dealer,12,4830.39,57964.68
O501001,P1034,2024-06-11,dealer,25,5042.56,126064.0
O501002,P1024,2025-07-24,online,21,2231.22,46855.62
O501004,P1054,2025-05-29,dealer,17,2862.42,48661.14
O501005,P1039,2024-08-10,wholesale,52,1132.88,58909.76
O501006,P1029,2024-12-05,dealer,20,4614.86,92297.2
O501007,P1004,2023-05-09,online,17,487.02,8279.34
O501008,P1043,2023-01-31,online,9,1972.91,17756.19
O501009,P1016,2023-08-06,online,15,1357.67,20365.05
O501010,P1003,2024-02-29,online,9,2305.68,20751.12
O501011,P1005,2024-12-07,dealer,11,2736.02,30096.22
O501012,P1013,2025-01-22,online,23,1832.94,42157.62
O501014,P1012,2025-05-21,wholesale,27,1366.93,36907.11
O501015,P1054,2025-11-11,wholesale,44,2686.03,118185.32
O501016,P1027,2024-01-14,dealer,11,3567.77,39245.47
O501017,P1006,2024-06-15,dealer,14,5124.03,71736.42
O501018,P1016,2023-06-21,dealer,21,1238.84,26015.64
O501019,P1009,2024-12-16,online,13,4671.68,60731.84
O501020,P1036,2023-02-15,dealer,25,1212.62,30315.5
O501021,P1050,2023-07-10,dealer,32,1585.1,50723.2
O501022,P1059,2025-02-14,dealer,34,3247.71,110422.14
O501023,P1019,2023-07-29,online,16,3911.38,62582.08
O501024,P1055,2024-04-22,online,17,2905.2,49388.4
O501025,P1012,2024-03-11,online,36,1241.55,44695.8
O501026,P1012,2025-07-15,online,29,1362.87,39523.23
O501027,P1019,2025-08-03,dealer,3,4644.69,13934.07
O501028,P1038,2023-04-08,dealer,14,3109.15,43528.1
O501029,P1004,2025-10-28,online,33,540.82,17847.06
O501030,P1059,2024-05-27,dealer,6,3442.91,20657.46
O501031,P1004,2024-02-29,online,30,550.74,16522.2
O501032,P1011,2025-08-22,dealer,26,1645.22,42775.72
O501033,P1055,2025-11-11,dealer,29,2943.26,85354.54
O501035,P1002,2024-05-06,dealer,30,4002.86,120085.8
O501036,P1022,2023-03-16,dealer,9,3222.95,29006.55
O501037,P1034,2023-11-29,dealer,12,4688.66,56263.92
O501038,P1015,2024-05-20,dealer,30,4400.27,132008.1
O501039,P1018,2023-07-21,dealer,27,1269.06,34264.62
O501040,P1053,2023-10-10,online,14,2287.4,32023.6
O501041,P1000,2023-05-25,wholesale,76,621.13,47205.88
O501042,P1009,2024-09-22,online,14,4214.48,59002.72
O501043,P1023,2024-09-04,online,23,2992.93,68837.39
O501044,P1038,2023-07-22,wholesale,29,2809.13,81464.77
O501045,P1048,2025-08-24,dealer,26,1526.26,39682.76
O501046,P1024,2025-06-03,wholesale,59,2027.5,119622.5
O501047,P1019,2023-02-24,dealer,23,4146.92,95379.16
O501048,P1041,2024-09-03,online,29,3805.96,110372.84
O501049,P1007,2024-05-31,wholesale,80,3905.17,312413.6
O501050,P1045,2024-11-08,online,22,2583.23,56831.06
O501051,P1032,2024-06-18,wholesale,63,1009.26,63583.38
O501052,P1035,2023-11-02,online,7,1461.68,10231.76
O501054,P1054,2024-10-24,online,17,3247.35,55204.95
