reportId,productId,serialNo,failureDate,location,failureMode,severity,reportedBy
R300386,P1007,SN400386,2024-10-31,Patna,brake_shim_wear,3,customer
R300387,P1017,SN400387,2023-09-18,Delhi,brake_shim_wear,3,customer
R300388,P1049,SN400388,2025-07-09,Chennai,overheating,3,dealer
R300389,P1014,SN400389,2025-04-12,Chennai,pad_wear,2,dealer
R300390,P1040,SN400390,2025-10-11,Village_C,leakage,2,
R300391,P1047,SN400391,2024-01-07,Indore,overheating,4,customer
R300392,P1002,SN400392,2025-10-29,Kolkata,pad_wear,3,
R300393,P1001,SN400393,2024-12-13,Lucknow,overheating,5,dealer
R300394,P1001,SN400394,2024-03-02,Patna,sensor_failure,2,customer
R300395,P1053,SN400395,2025-10-29,Delhi,pad_wear,2,dealer
R300396,P1036,SN400396,2023-11-10,Jaipur,overheating,2,customer
R300397,P1010,SN400397,2024-05-04,Hyderabad,brake_shim_wear,2,dealer
R300398,P1025,SN400398,2025-07-12,Bangalore,brake_shim_wear,2,
R300399,P1006,SN400399,2024-08-25,Mumbai,leakage,1,customer
R300400,P1032,SN400400,2024-12-22,Pune,noise_vibration,3,dealer
R300401,P1012,SN400401,2023-11-11,Nagpur,leakage,4,customer
R300402,P1045,SN400402,2025-09-14,Lucknow,overheating,3,dealer
R300403,P1004,SN400403,2025-02-06,Bangalore,leakage,3,dealer
R300404,P1025,SN400404,2024-06-29,Nagpur,pad_wear,3,customer
R300405,P1032,SN400405,2025-10-01,Jaipur,overheating,2,customer
R300406,P1011,SN400406,2024-08-08,Village_B,overheating,,dealer
R300407,P1046,SN400407,2024-07-24,Village_C,overheating,2,customer
R300408,P1024,SN400408,2025-01-23,Mumbai,,4,customer
R300409,P1027,SN400409,2025-07-14,Chennai,leakage,4,dealer
R300410,P1050,SN400410,2024-06-03,,leakage,5,dealer
R300411,P1030,SN400411,2024-03-22,Village_B,sensor_failure,,customer
R300412,P1044,SN400412,2024-10-06,Bangalore,sensor_failure,4,customer
R300413,P1032,SN400413,2025-05-12,Jaipur,leakage,5,customer
R300414,P1002,SN400414,2023-08-10,Hyderabad,overheating,1,customer
R300415,P1026,SN400415,2025-10-14,Nagpur,pad_wear,5,
R300416,P1022,SN400416,2023-09-03,Hyderabad,noise_vibration,4,customer
R300417,P1036,SN400417,2025-09-09,Pune,leakage,1,customer
R300418,P1031,SN400418,2025-04-23,Lucknow,pad_wear,4,customer
R300419,P1052,SN400419,2025-05-21,Village_A,sensor_failure,1,dealer
R300420,P1027,SN400420,2024-11-21,Patna,leakage,5,dealer
R300421,P1022,SN400421,2024-02-23,Nagpur,leakage,4,customer
R300422,P1015,SN400422,2025-07-23,Village_B,sensor_failure,3,customer
R300423,P1022,SN400423,2023-10-15,Patna,,3,dealer
R300424,P1051,SN400424,2025-03-25,,noise_vibration,4,customer
R300425,P1003,SN400425,2024-06-28,Pune,overheating,3,customer
R300426,P1056,SN400426,2024-10-19,Nagpur,brake_shim_wear,4,customer
R300427,P1056,SN400427,2025-10-30,Village_A,overheating,5,customer
R300428,P1006,SN400428,2023-07-29,Hyderabad,leakage,3,customer
R300429,P1036,SN400429,2024-11-16,Lucknow,leakage,2,dealer
R300430,P1001,SN400430,2025-08-31,Kolkata,overheating,3,
R300431,P1009,SN400431,2024-05-10,Pune,pad_wear,3,dealer
R300432,P1039,SN400432,2025-11-15,Mumbai,noise_vibration,2,customer
R300433,P1021,SN400433,2023-12-13,Nagpur,brake_shim_wear,4,customer
R300434,P1031,SN400434,2024-09-06,Delhi,leakage,,dealer
R300435,P1037,SN400435,2024-12-28,Ahmedabad,overheating,2,dealer
R300436,P1042,SN400436,2024-03-22,Kolkata,overheating,3,dealer
R300437,P1022,SN400437,2023-11-09,Kolkata,brake_shim_wear,4,dealer
R300438,P1053,SN400438,2024-10-17,,sensor_failure,5,customer
R300439,P1036,SN400439,2025-08-08,Ahmedabad,pad_wear,4,customer
R300440,P1032,SN400440,2023-08-12,,overheating,2,dealer
R300441,P1019,SN400441,2025-07-08,Ahmedabad,,,customer
R300442,P1015,SN400442,2024-11-23,Lucknow,overheating,,dealer
R300443,P1026,SN400443,2024-09-19,Village_C,noise_vibration,3,dealer
R300444,P1009,SN400444,2024-07-31,Chennai,overheating,3,dealer
R300445,P1035,SN400445,2024-04-12,Village_A,brake_shim_wear,2,dealer
R300446,P1033,SN400446,2025-03-14,Village_B,,3,dealer
R300447,P1056,SN400447,2025-05-06,Village_B,brake_shim_wear,2,dealer
R300448,P1049,SN400448,2024-06-14,Indore,overheating,4,dealer
R300449,P1020,SN400449,2023-06-09,Indore,brake_shim_wear,1,customer
R300450,P1038,SN400450,2025-09-08,Village_B,brake_shim_wear,1,dealer
R300451,P1014,SN400451,2023-09-11,Mumbai,pad_wear,4,dealer
R300452,P1006,SN400452,2023-11-21,Indore,sensor_failure,4,dealer
R300453,P1057,SN400453,2023-09-07,Delhi,brake_shim_wear,5,dealer
R300454,P1023,SN400454,2023-08-09,Indore,sensor_failure,2,customer
R300455,P1055,SN400455,2023-09-23,Mumbai,overheating,5,customer
R300456,P1048,SN400456,2024-10-01,Bangalore,brake_shim_wear,4,dealer
R300457,P1039,SN400457,2025-02-18,Kolkata,brake_shim_wear,2,customer
R300458,P1044,SN400458,2025-10-04,Pune,sensor_failure,2,dealer
R300459,P1031,SN400459,2023-09-23,Indore,leakage,4,customer
R300460,P1001,SN400460,2025-03-08,Indore,brake_shim_wear,3,
R300461,P1043,SN400461,2023-08-04,Village_C,brake_shim_wear,5,dealer
R300462,P1015,SN400462,2024-02-15,Kolkata,sensor_failure,3,customer
R300463,P1056,SN400463,2023-11-08,Lucknow,noise_vibration,2,dealer
R300464,P1048,SN400464,2025-04-10,Chennai,leakage,4,customer
R300465,P1017,SN400465,2023-07-22,,noise_vibration,3,customer
R300466,P1033,SN400466,2023-06-03,Pune,leakage,2,customer
R300467,P1024,SN400467,2024-08-02,Jaipur,pad_wear,5,dealer
R300468,P1031,SN400468,2023-09-27,Village_B,noise_vibration,3,customer
R300469,P1026,SN400469,2023-10-06,Jaipur,pad_wear,1,
R300470,P1003,SN400470,2023-09-01,Jaipur,sensor_failure,4,dealer
R300471,P1021,SN400471,2024-01-27,,sensor_failure,3,customer
R300472,P1001,SN400472,2024-03-13,Kolkata,sensor_failure,5,dealer
R300473,P1045,SN400473,2025-07-03,Village_C,,1,dealer
R300474,P1019,SN400474,2023-07-15,Kolkata,sensor_failure,3,dealer
R300475,P1002,SN400475,2024-06-30,Village_A,overheating,5,customer
R300476,P1059,SN400476,2025-01-02,,brake_shim_wear,4,
R300477,P1022,SN400477,2025-10-12,,noise_vibration,1,customer
R300478,P1032,SN400478,2024-07-29,Kolkata,sensor_failure,3,customer
R300479,P1001,SN400479,2025-03-15,Lucknow,noise_vibration,3,customer
R300480,P1055,SN400480,2024-09-22,Village_B,noise_vibration,5,dealer
R300481,P1009,SN400481,2023-09-22,Patna,pad_wear,,customer
R300482,P1044,SN400482,2025-07-04,Jaipur,noise_vibration,4,customer
R300483,P1021,SN400483,2023-10-28,Pune,overheating,4,customer
R300484,P1043,SN400484,2024-02-19,Kolkata,pad_wear,3,customer
R300485,P1005,SN400485,2025-07-28,Kolkata,overheating,4,customer
R300486,P1001,SN400486,2025-03-25,Delhi,pad_wear,5,dealer
R300487,P1023,SN400487,2023-11-07,Hyderabad,leakage,3,customer
R300488,P1013,SN400488,2025-07-14,,leakage,5,dealer
R300489,P1003,SN400489,2024-12-18,Pune,pad_wear,2,dealer
R300490,P1000,SN400490,2025-08-17,Nagpur,noise_vibration,3,customer
R300491,P1024,SN400491,2024-08-01,Pune,pad_wear,4,customer
R300492,P1002,SN400492,2025-07-28,Village_C,noise_vibration,3,dealer
R300493,P1000,SN400493,2025-08-15,Ahmedabad,noise_vibration,4,dealer
R300494,P1029,SN400494,2023-12-24,Ahmedabad,noise_vibration,3,customer
R300495,P1023,SN400495,2025-08-20,Bangalore,leakage,4,customer
R300496,P1021,SN400496,2023-09-10,Kolkata,brake_shim_wear,2,dealer
R300497,P1006,SN400497,2025-07-06,Hyderabad,noise_vibration,3,dealer
R300498,P1036,SN400498,2023-08-10,Patna,pad_wear,4,dealer
R300499,P1000,SN400499,2023-08-15,Hyderabad,leakage,3,customer
R300500,P1044,SN400500,2023-07-10,Bangalore,overheating,3,customer
R300501,P1041,SN400501,2023-06-24,Patna,,4,dealer
R300502,P1043,SN400502,2025-11-09,Patna,brake_shim_wear,1,dealer
R300503,P1004,SN400503,2023-07-02,Lucknow,leakage,3,dealer
R300504,P1047,SN400504,2024-09-13,Village_C,pad_wear,2,dealer
R300505,P1033,SN400505,2024-05-09,Indore,sensor_failure,3,
R300506,P1042,SN400506,2025-03-05,Jaipur,sensor_failure,1,dealer
R300507,P1045,SN400507,2025-11-01,Jaipur,pad_wear,5,customer
R300508,P1044,SN400508,2025-06-24,Ahmedabad,noise_vibration,4,dealer
R300509,P1011,SN400509,2024-02-08,Bangalore,noise_vibration,2,customer
R300510,P1004,SN400510,2025-10-28,Village_C,brake_shim_wear,3,customer
R300511,P1056,SN400511,2024-08-16,Kolkata,pad_wear,3,dealer
R300512,P1033,SN400512,2025-04-17,Lucknow,noise_vibration,3,dealer
R300513,P1013,SN400513,2023-12-21,Jaipur,noise_vibration,3,dealer
R300514,P1042,SN400514,2024-10-22,Kolkata,noise_vibration,4,customer
R300515,P1024,SN400515,2025-11-10,Delhi,leakage,3,customer
R300516,P1022,SN400516,2024-02-08,Kolkata,overheating,5,
R300517,P1015,SN400517,2025-01-24,Village_C,pad_wear,4,customer
R300518,P1044,SN400518,2024-09-12,Pune,pad_wear,5,customer
R300519,P1037,SN400519,2024-05-19,Kolkata,brake_shim_wear,4,customer
R300520,P1006,SN400520,2023-10-04,Mumbai,brake_shim_wear,2,customer
R300521,P1047,SN400521,2023-09-21,Village_C,,3,customer
R300522,P1011,SN400522,2023-12-31,Delhi,noise_vibration,3,customer
R300523,P1044,SN400523,2023-10-10,Village_A,sensor_failure,2,dealer
R300524,P1034,SN400524,2025-01-01,Nagpur,pad_wear,5,dealer
R300525,P1011,SN400525,2025-07-03,Chennai,noise_vibration,3,customer
R300526,P1014,SN400526,2025-01-30,Nagpur,noise_vibration,2,customer
R300527,P1007,SN400527,2025-05-10,Jaipur,overheating,,customer
R300528,P1000,SN400528,2023-09-17,Pune,leakage,2,customer
R300529,P1053,SN400529,2025-06-06,Village_C,brake_shim_wear,2,dealer
R300530,P1014,SN400530,2023-08-04,Village_B,leakage,,dealer
R300531,P1022,SN400531,2024-06-08,Jaipur,overheating,2,customer
R300532,P1001,SN400532,2025-03-09,Pune,brake_shim_wear,3,customer
R300533,P1002,SN400533,2025-01-14,Kolkata,leakage,3,customer
R300534,P1036,SN400534,2024-09-30,Bangalore,overheating,5,dealer
R300535,P1036,SN400535,2025-05-01,Jaipur,leakage,,dealer
R300536,P1042,SN400536,2024-05-24,Lucknow,sensor_failure,5,dealer
R300537,P1005,SN400537,2024-08-17,,noise_vibration,5,dealer
R300538,P1000,SN400538,2025-08-13,Lucknow,pad_wear,4,dealer
R300539,P1010,SN400539,2024-08-14,Bangalore,pad_wear,1,dealer
R300540,P1006,SN400540,2024-08-04,,sensor_failure,3,customer
R300541,P1022,SN400541,2024-05-04,Hyderabad,leakage,3,customer
R300542,P1002,SN400542,2023-07-19,Village_B,noise_vibration,5,dealer
R300543,P1052,SN400543,2024-06-19,Hyderabad,noise_vibration,5,dealer
R300544,P1021,SN400544,2024-04-17,Indore,sensor_failure,3,customer
R300545,P1031,SN400545,2023-08-20,Village_A,leakage,4,dealer
R300546,P1010,SN400546,2023-09-10,Bangalore,brake_shim_wear,3,customer
R300547,P1002,SN400547,2023-06-30,Pune,overheating,4,dealer
R300548,P1058,SN400548,2024-11-12,,,4,dealer
R300549,P1044,SN400549,2025-07-08,Village_A,pad_wear,2,customer
R300550,P1048,SN400550,2024-12-15,Nagpur,pad_wear,2,dealer
R300551,P1031,SN400551,2025-09-16,Patna,overheating,2,
R300552,P1024,SN400552,2025-06-22,Ahmedabad,sensor_failure,3,customer
R300553,P1020,SN400553,2025-03-25,Kolkata,sensor_failure,3,customer
R300554,P1033,SN400554,2024-04-11,Jaipur,brake_shim_wear,,customer
R300555,P1005,SN400555,2025-09-12,Village_B,noise_vibration,3,customer
R300556,P1024,SN400556,2025-03-25,Kolkata,overheating,4,customer
R300557,P1037,SN400557,2024-10-26,Jaipur,brake_shim_wear,3,dealer
R300558,P1055,SN400558,2024-06-10,Ahmedabad,pad_wear,,dealer
R300559,P1030,SN400559,2024-05-06,Village_B,noise_vibration,3,customer
R300560,P1047,SN400560,2025-11-12,Delhi,overheating,5,dealer
R300561,P1045,SN400561,2023-06-24,Village_B,noise_vibration,,customer
R300562,P1008,SN400562,2023-07-16,Indore,sensor_failure,4,customer
R300563,P1044,SN400563,2024-11-09,Patna,noise_vibration,2,dealer
R300564,P1051,SN400564,2024-08-04,Village_A,leakage,3,dealer
R300565,P1054,SN400565,2024-06-29,Lucknow,overheating,3,
R300566,P1022,SN400566,2023-08-05,Pune,,3,customer
R300567,P1014,SN400567,2025-01-03,Village_A,sensor_failure,,dealer
R300568,P1041,SN400568,2025-01-18,Indore,brake_shim_wear,1,dealer
R300569,P1005,SN400569,2025-04-06,Chennai,brake_shim_wear,5,customer
R300570,P1009,SN400570,2024-07-01,Jaipur,sensor_failure,5,dealer
R300571,P1030,SN400571,2024-01-07,Chennai,,2,dealer
R300572,P1001,SN400572,2025-01-27,Ahmedabad,sensor_failure,,dealer
R300573,P1026,SN400573,2024-10-02,,brake_shim_wear,,dealer
R300574,P1058,SN400574,2025-10-16,Bangalore,overheating,4,customer
R300575,P1026,SN400575,2025-07-02,Mumbai,brake_shim_wear,3,customer
R300576,P1052,SN400576,2025-05-01,Nagpur,noise_vibration,2,customer
R300577,P1041,SN400577,2024-04-09,Bangalore,leakage,2,dealer
R300578,P1001,SN400578,2024-11-04,Hyderabad,overheating,5,customer
R300579,P1041,SN400579,2024-10-12,Village_C,pad_wear,2,dealer
R300580,P1040,SN400580,2024-03-23,Ahmedabad,brake_shim_wear,3,dealer
R300581,P1023,SN400581,2025-04-23,,pad_wear,4,customer
R300582,P1057,SN400582,2025-02-21,,,3,customer
R300583,P1029,SN400583,2023-09-04,Chennai,leakage,3,customer
R300584,P1025,SN400584,2023-09-21,Indore,pad_wear,3,customer
R300585,P1039,SN400585,2024-09-23,Hyderabad,leakage,3,
R300586,P1041,SN400586,2023-11-24,Bangalore,noise_vibration,5,dealer
R300587,P1035,SN400587,2023-10-03,Ahmedabad,leakage,1,dealer
R300588,P1059,SN400588,2024-07-16,Mumbai,noise_vibration,3,customer
R300589,P1047,SN400589,2024-08-25,Nagpur,overheating,3,customer
R300590,P1009,SN400590,2025-05-17,Nagpur,leakage,4,dealer
R300591,P1013,SN400591,2024-11-09,Village_C,pad_wear,4,dealer
R300592,P1059,SN400592,2025-07-16,Chennai,leakage,5,customer
R300593,P1056,SN400593,2024-03-13,Delhi,leakage,2,dealer
R300594,P1007,SN400594,2023-08-07,Jaipur,leakage,4,customer
R300595,P1039,SN400595,2023-07-26,Village_A,leakage,4,customer
R300596,P1041,SN400596,2024-12-10,Village_C,leakage,3,customer
R300597,P1025,SN400597,2024-01-20,Kolkata,brake_shim_wear,2,
R300598,P1039,SN400598,2025-10-03,Ahmedabad,leakage,5,dealer
R300599,P1029,SN400599,2024-08-08,Patna,overheating,4,dealer
R300600,P1005,SN400600,2024-08-05,Indore,leakage,3,dealer
R300601,P1054,SN400601,2025-11-14,Village_A,overheating,4,dealer
R300602,P1057,SN400602,2024-01-25,Jaipur,,3,customer
R300603,P1029,SN400603,2024-02-18,Kolkata,brake_shim_wear,1,customer
R300604,P1036,SN400604,2025-01-20,Village_C,,4,dealer
R300605,P1057,SN400605,2023-12-08,Delhi,brake_shim_wear,3,customer
R300606,P1041,SN400606,2025-02-27,Ahmedabad,leakage,4,dealer
R300607,P1019,SN400607,2025-06-23,Hyderabad,overheating,2,dealer
R300608,P1005,SN400608,2024-01-03,Bangalore,noise_vibration,1,customer
R300609,P1010,SN400609,2024-03-15,Village_A,noise_vibration,3,
R300610,P1054,SN400610,2024-11-02,,noise_vibration,5,customer
R300611,P1038,SN400611,2024-12-14,Kolkata,leakage,5,customer
R300612,P1025,SN400612,2024-09-19,Village_C,,2,dealer
R300613,P1028,SN400613,2025-02-06,Kolkata,overheating,2,dealer
R300614,P1058,SN400614,2025-01-24,Pune,pad_wear,4,customer
R300615,P1052,SN400615,2023-06-22,Jaipur,pad_wear,4,customer
R300616,P1050,SN400616,2024-11-14,Village_A,sensor_failure,5,
R300617,P1051,SN400617,2023-06-19,Mumbai,,2,customer
R300618,P1017,SN400618,2023-08-01,Ahmedabad,brake_shim_wear,5,dealer
R300619,P1006,SN400619,2023-09-05,Hyderabad,leakage,4,dealer
R300620,P1026,SN400620,2024-07-21,Patna,brake_shim_wear,5,dealer
R300621,P1025,SN400621,2024-05-11,Pune,,3,customer
R300622,P1031,SN400622,2024-08-21,Delhi,pad_wear,4,customer
R300623,P1036,SN400623,2023-07-02,Lucknow,noise_vibration,4,dealer
R300624,P1014,SN400624,2024-10-02,Delhi,leakage,4,dealer
R300625,P1050,SN400625,2024-08-08,Village_B,overheating,2,customer
R300626,P1050,SN400626,2024-10-15,Indore,pad_wear,2,dealer
R300627,P1015,SN400627,2024-04-03,Nagpur,overheating,4,customer
R300628,P1018,SN400628,2025-10-19,Hyderabad,leakage,4,dealer
R300629,P1002,SN400629,2024-12-23,,pad_wear,5,
R300630,P1057,SN400630,2025-11-08,Delhi,brake_shim_wear,3,customer
R300631,P1025,SN400631,2023-07-14,Kolkata,brake_shim_wear,5,dealer
R300632,P1015,SN400632,2024-03-13,Hyderabad,noise_vibration,3,dealer
R300633,P1012,SN400633,2025-06-03,Lucknow,pad_wear,5,customer
R300634,P1015,SN400634,2024-01-09,Bangalore,pad_wear,3,dealer
R300635,P1034,SN400635,2023-08-04,,,3,customer
R300636,P1003,SN400636,2023-11-14,Bangalore,overheating,4,customer
R300637,P1014,SN400637,2025-10-22,Kolkata,noise_vibration,2,dealer
R300638,P1007,SN400638,2023-07-06,Hyderabad,overheating,2,customer
R300639,P1042,SN400639,2025-07-25,Chennai,brake_shim_wear,4,dealer
R300640,P1022,SN400640,2025-07-25,Nagpur,,4,customer
R300641,P1044,SN400641,2024-08-05,Ahmedabad,brake_shim_wear,3,customer
R300642,P1021,SN400642,2025-04-09,Lucknow,sensor_failure,,dealer
R300643,P1009,SN400643,2025-05-16,Nagpur,brake_shim_wear,4,customer
R300644,P1054,SN400644,2024-10-05,Bangalore,leakage,3,dealer
R300645,P1000,SN400645,2024-04-20,Village_A,sensor_failure,3,dealer
R300646,P1045,SN400646,2024-11-05,Patna,noise_vibration,4,customer
R300647,P1004,SN400647,2025-04-23,Village_B,brake_shim_wear,2,dealer
R300648,P1005,SN400648,2025-08-15,Bangalore,overheating,3,customer
R300649,P1051,SN400649,2025-04-12,Village_C,noise_vibration,1,dealer
R300650,P1055,SN400650,2025-03-24,Village_B,sensor_failure,5,dealer
R300651,P1035,SN400651,2024-04-09,Nagpur,pad_wear,3,customer
R300652,P1056,SN400652,2023-06-01,Mumbai,pad_wear,4,customer
R300653,P1004,SN400653,2025-03-14,Delhi,overheating,5,customer
R300654,P1040,SN400654,2024-05-14,Kolkata,noise_vibration,3,customer
R300655,P1059,SN400655,2025-03-23,Kolkata,sensor_failure,4,customer
R300656,P1000,SN400656,2025-02-06,Jaipur,noise_vibration,2,dealer
R300657,P1051,SN400657,2023-10-23,,,3,customer
R300658,P1006,SN400658,2024-09-25,Mumbai,,4,customer
R300659,P1044,SN400659,2024-06-16,Village_C,sensor_failure,3,customer
R300660,P1030,SN400660,2024-10-08,Indore,leakage,3,dealer
R300661,P1004,SN400661,2025-07-05,,leakage,3,
R300662,P1047,SN400662,2023-10-11,Chennai,pad_wear,3,customer
R300663,P1021,SN400663,2023-06-20,Lucknow,brake_shim_wear,2,customer
R300664,P1011,SN400664,2024-04-09,Ahmedabad,noise_vibration,4,dealer
R300665,P1017,SN400665,2024-03-14,Nagpur,leakage,,
R300666,P1011,SN400666,2023-09-09,Kolkata,sensor_failure,2,customer
R300667,P1043,SN400667,2023-11-29,Chennai,noise_vibration,3,customer
R300668,P1040,SN400668,2023-06-03,,sensor_failure,2,
R300669,P1022,SN400669,2023-08-11,Delhi,brake_shim_wear,,customer
R300670,P1021,SN400670,2025-07-31,Village_A,leakage,2,customer
R300671,P1054,SN400671,2024-02-01,Indore,sensor_failure,3,dealer
R300672,P1031,SN400672,2025-07-13,Jaipur,pad_wear,,dealer
R300673,P1021,SN400673,2024-08-30,Village_A,sensor_failure,3,customer
R300674,P1055,SN400674,2025-01-15,Chennai,leakage,3,customer
R300675,P1027,SN400675,2024-12-22,Village_A,sensor_failure,2,customer
R300676,P1050,SN400676,2023-12-02,Chennai,pad_wear,3,customer
R300677,P1046,SN400677,2025-10-01,Ahmedabad,overheating,3,customer
R300678,P1021,SN400678,2025-06-20,,pad_wear,2,
R300679,P1020,SN400679,2024-11-10,Lucknow,sensor_failure,3,dealer
R300680,P1047,SN400680,2024-03-23,Pune,sensor_failure,5,customer
R300681,P1005,SN400681,2024-12-06,Indore,overheating,2,dealer
R300682,P1047,SN400682,2025-04-09,Village_A,pad_wear,3,dealer
R300683,P1025,SN400683,2024-07-18,Village_B,overheating,4,customer
R300684,P1053,SN400684,2025-10-21,Village_A,overheating,4,dealer
R300685,P1051,SN400685,2024-10-06,Bangalore,sensor_failure,5,dealer
R300686,P1058,SN400686,2025-03-29,Village_B,leakage,5,dealer
R300687,P1055,SN400687,2023-07-04,Patna,,4,customer
R300688,P1040,SN400688,2025-04-15,Village_A,pad_wear,5,dealer
R300689,P1003,SN400689,2023-09-29,Delhi,noise_vibration,,
R300690,P1043,SN400690,2024-12-21,Village_C,overheating,2,customer
R300691,P1020,SN400691,2024-11-22,Lucknow,sensor_failure,2,customer
R300692,P1003,SN400692,2023-08-23,Jaipur,pad_wear,3,dealer
R300693,P1007,SN400693,2024-01-30,Patna,,2,customer
R300694,P1033,SN400694,2025-10-16,Jaipur,sensor_failure,3,customer
R300695,P1023,SN400695,2025-09-05,,noise_vibration,4,
R300696,P1014,SN400696,2023-06-12,,pad_wear,3,customer
R300697,P1018,SN400697,2024-11-02,,sensor_failure,4,
R300698,P1010,SN400698,2025-01-13,Village_A,overheating,5,dealer
R300699,P1002,SN400699,2025-03-22,Nagpur,noise_vibration,1,customer
R300700,P1035,SN400700,2025-11-09,Lucknow,sensor_failure,1,customer
R300701,P1030,SN400701,2024-05-19,Village_C,leakage,3,customer
R300702,P1059,SN400702,2024-01-27,Indore,leakage,4,customer
R300703,P1037,SN400703,2025-06-02,Delhi,,3,customer
R300704,P1016,SN400704,2023-10-24,Chennai,pad_wear,2,customer
R300705,P1023,SN400705,2025-11-08,Indore,noise_vibration,4,customer
R300706,P1038,SN400706,2024-01-29,Delhi,,2,dealer
R300707,P1054,SN400707,2024-09-14,Patna,noise_vibration,2,customer
R300708,P1043,SN400708,2025-09-02,Village_C,noise_vibration,3,
R300709,P1035,SN400709,2025-05-09,Delhi,,2,customer
R300710,P1027,SN400710,2025-11-08,Indore,noise_vibration,3,dealer
R300711,P1014,SN400711,2024-08-19,Bangalore,pad_wear,4,dealer
R300712,P1033,SN400712,2024-05-16,Mumbai,brake_shim_wear,1,dealer
R300713,P1024,SN400713,2024-06-09,Patna,sensor_failure,3,dealer
R300714,P1030,SN400714,2025-11-04,Lucknow,leakage,,customer
R300715,P1007,SN400715,2023-12-05,Jaipur,pad_wear,2,
R300716,P1036,SN400716,2025-02-19,Kolkata,leakage,4,
R300717,P1017,SN400717,2025-01-09,Patna,noise_vibration,2,customer
R300718,P1021,SN400718,2024-12-29,Jaipur,pad_wear,5,dealer
R300719,P1018,SN400719,2023-08-21,Nagpur,overheating,3,dealer
R300720,P1015,SN400720,2023-06-14,Patna,noise_vibration,4,customer
R300721,P1038,SN400721,2024-06-13,Bangalore,brake_shim_wear,4,dealer
R300722,P1050,SN400722,2023-09-23,Bangalore,pad_wear,3,customer
R300723,P1031,SN400723,2023-07-13,Hyderabad,brake_shim_wear,3,dealer
R300724,P1042,SN400724,2025-05-04,Indore,sensor_failure,,dealer
R300725,P1019,SN400725,2023-10-27,Bangalore,leakage,3,
R300726,P1013,SN400726,2025-01-17,Indore,pad_wear,3,dealer
R300727,P1044,SN400727,2025-08-08,Pune,sensor_failure,3,customer
R300728,P1020,SN400728,2023-08-16,Patna,brake_shim_wear,3,dealer
R300729,P1040,SN400729,2023-12-12,Hyderabad,sensor_failure,2,customer
R300730,P1017,SN400730,2024-02-24,Patna,,5,customer
R300731,P1018,SN400731,2024-02-25,Bangalore,sensor_failure,5,customer
R300732,P1008,SN400732,2025-01-29,,sensor_failure,5,customer
R300733,P1036,SN400733,2024-04-11,Village_B,brake_shim_wear,4,dealer
R300734,P1032,SN400734,2025-03-18,Delhi,noise_vibration,5,customer
R300735,P1045,SN400735,2024-09-11,Kolkata,sensor_failure,3,
R300736,P1059,SN400736,2024-06-24,,pad_wear,1,dealer
R300737,P1052,SN400737,2024-07-06,Mumbai,sensor_failure,4,customer
R300738,P1006,SN400738,2025-03-03,Indore,brake_shim_wear,3,dealer
R300739,P1003,SN400739,2025-10-08,Ahmedabad,leakage,2,customer
R300740,P1010,SN400740,2025-10-28,Indore,overheating,4,customer
R300741,P1015,SN400741,2024-05-23,Mumbai,,5,customer
R300742,P1043,SN400742,2024-08-12,Nagpur,overheating,3,dealer
R300743,P1031,SN400743,2025-01-07,Ahmedabad,sensor_failure,2,customer
R300744,P1026,SN400744,2024-02-28,Ahmedabad,overheating,2,dealer
R300745,P1011,SN400745,2024-04-29,Chennai,brake_shim_wear,4,customer
R300746,P1032,SN400746,2025-01-27,Hyderabad,brake_shim_wear,2,
R300747,P1006,SN400747,2024-10-22,Bangalore,leakage,2,dealer
R300748,P1056,SN400748,2023-08-22,,brake_shim_wear,,dealer
R300749,P1038,SN400749,2024-08-21,Village_A,noise_vibration,2,customer
R300750,P1024,SN400750,2023-12-14,Hyderabad,pad_wear,5,dealer
R300751,P1044,SN400751,2025-02-16,Ahmedabad,brake_shim_wear,5,customer
R300752,P1054,SN400752,2024-02-11,Village_C,sensor_failure,5,dealer
R300753,P1029,SN400753,2024-04-12,Indore,pad_wear,4,dealer
R300754,P1031,SN400754,2024-08-27,Lucknow,noise_vibration,2,customer
R300755,P1025,SN400755,2024-04-23,Indore,,3,dealer
R300756,P1027,SN400756,2024-12-19,Delhi,brake_shim_wear,1,customer
R300757,P1046,SN400757,2025-01-10,Patna,noise_vibration,4,dealer
R300758,P1006,SN400758,2024-09-23,Patna,brake_shim_wear,5,customer
R300759,P1048,SN400759,2024-01-13,Nagpur,,3,
R300760,P1029,SN400760,2024-09-07,Lucknow,sensor_failure,5,dealer
R300761,P1007,SN400761,2024-11-25,Hyderabad,leakage,4,dealer
R300762,P1018,SN400762,2024-03-04,Village_A,overheating,2,customer
R300763,P1046,SN400763,2023-09-22,Village_B,brake_shim_wear,1,customer
R300764,P1042,SN400764,2024-07-29,Chennai,overheating,3,customer
R300765,P1031,SN400765,2025-10-25,Nagpur,noise_vibration,3,customer
R300766,P1026,SN400766,2024-10-22,Village_C,overheating,3,customer
R300767,P1040,SN400767,2023-07-17,Pune,noise_vibration,3,customer
R300768,P1045,SN400768,2024-01-25,Hyderabad,overheating,2,customer
R300769,P1003,SN400769,2024-03-02,,sensor_failure,4,customer
R300770,P1030,SN400770,2024-04-15,Indore,pad_wear,3,dealer
R300771,P1047,SN400771,2024-01-10,Nagpur,sensor_failure,5,customer
